cone_number,cone_length_mm,cone_width_mm,stalk_length_mm,scale_length_mm,scale_width_mm,scale_number,cone_angle,colour (hue),value,chroma,profile,cone_ratio,openness,seed_number,filled_number,seed_viability
40.00,37.81,19.80,7.71,8.25,7.87,48.00,12.00,1.00,6.00,4.00,1.00,0.52,4.00,13.00,12.00,0.92
40.00,34.39,18.91,8.28,8.21,7.55,52.00,16.00,1.00,6.00,4.00,1.00,0.55,4.00,20.00,12.00,0.60
40.00,39.84,20.83,7.84,8.98,8.07,56.00,15.00,1.00,6.00,4.00,1.00,0.52,4.00,24.00,14.00,0.58
40.00,34.13,18.51,7.48,7.23,6.89,52.00,15.00,1.00,5.00,4.00,1.00,0.54,4.00,28.00,21.00,0.75
40.00,39.50,21.59,9.96,7.58,6.70,57.00,16.00,1.00,7.00,4.00,1.00,0.55,4.00,29.00,15.00,0.52
14.00,45.30,22.34,12.15,7.88,5.90,72.00,7.00,1.00,6.00,4.00,2.00,0.49,4.00,51.00,45.00,0.88
32.00,42.36,19.37,8.60,7.64,7.55,62.00,8.00,1.00,8.00,4.00,1.00,0.46,1.00,0.00,0.00,0.00
32.00,42.45,20.38,7.69,7.79,7.37,65.00,8.00,1.00,6.00,4.00,1.00,0.48,3.00,11.00,7.00,0.64
32.00,50.45,23.17,9.87,8.96,8.44,69.00,9.00,1.00,6.00,4.00,1.00,0.46,2.00,17.00,12.00,0.71
32.00,42.76,20.71,8.07,8.67,7.32,66.00,7.00,1.00,8.00,4.00,1.00,0.48,3.00,17.00,13.00,0.76
32.00,52.44,23.32,9.14,9.11,8.27,70.00,8.00,1.00,6.00,4.00,1.00,0.44,2.00,20.00,16.00,0.80
15.00,43.73,20.53,6.35,9.96,7.53,56.00,9.00,1.00,7.00,4.00,2.00,0.47,1.00,0.00,0.00,0.00
15.00,43.02,21.52,7.52,9.53,7.50,63.00,12.00,1.00,8.00,4.00,2.00,0.50,4.00,3.00,3.00,1.00
15.00,43.12,20.04,7.92,8.49,7.17,54.00,17.00,1.00,8.00,4.00,3.00,0.46,4.00,4.00,2.00,0.50
15.00,46.49,20.77,6.77,8.57,7.50,67.00,16.00,1.00,7.00,4.00,3.00,0.45,4.00,7.00,6.00,0.86
15.00,39.98,18.70,7.22,8.64,6.61,54.00,12.00,1.00,7.00,4.00,2.00,0.47,4.00,8.00,8.00,1.00
14.00,38.66,21.17,9.09,6.93,7.15,62.00,14.00,1.00,7.00,2.00,3.00,0.55,3.00,16.00,9.00,0.56
14.00,46.91,22.39,10.50,8.27,7.82,63.00,8.00,1.00,7.00,4.00,3.00,0.48,4.00,17.00,10.00,0.59
14.00,40.07,19.80,8.89,6.10,6.03,70.00,15.00,1.00,8.00,2.00,3.00,0.49,3.00,17.00,8.00,0.47
14.00,42.32,21.89,10.36,7.55,7.57,68.00,15.00,1.00,7.00,4.00,3.00,0.52,3.00,24.00,20.00,0.83
14.00,40.70,17.00,7.78,7.98,7.10,67.00,11.00,1.00,7.00,4.00,3.00,0.42,4.00,25.00,10.00,0.40
7.00,35.70,16.51,9.40,6.13,5.21,54.00,14.00,2.00,4.00,2.00,2.00,0.46,1.00,0.00,0.00,0.00
7.00,37.27,18.76,7.81,6.99,6.27,55.00,14.00,1.00,7.00,4.00,3.00,0.50,1.00,0.00,0.00,0.00
7.00,33.52,14.43,8.97,7.43,6.06,44.00,17.00,1.00,8.00,2.00,2.00,0.43,1.00,0.00,0.00,0.00
7.00,37.61,18.10,8.45,7.78,6.02,59.00,18.00,2.00,6.00,4.00,3.00,0.48,2.00,8.00,8.00,1.00
7.00,37.03,18.59,10.54,7.46,6.47,55.00,16.00,1.00,7.00,2.00,3.00,0.50,2.00,9.00,7.00,0.78
1.00,38.17,17.90,9.37,4.81,4.94,63.00,9.00,1.00,6.00,4.00,1.00,0.47,1.00,0.00,0.00,0.00
1.00,25.00,13.44,7.18,2.95,3.69,46.00,5.00,1.00,6.00,4.00,1.00,0.54,1.00,0.00,0.00,0.00
51.00,47.00,18.41,11.78,7.95,6.28,75.00,15.00,1.00,8.00,4.00,1.00,0.39,4.00,12.00,11.00,0.92
51.00,56.18,22.57,9.58,9.06,7.55,68.00,10.00,2.00,5.00,4.00,1.00,0.40,4.00,20.00,16.00,0.80
51.00,47.05,19.58,9.66,7.56,6.78,70.00,9.00,1.00,8.00,2.00,1.00,0.42,4.00,20.00,18.00,0.90
51.00,64.66,24.49,11.95,11.01,8.23,65.00,7.00,1.00,7.00,2.00,1.00,0.38,4.00,35.00,32.00,0.91
51.00,64.94,25.76,12.37,9.19,7.08,87.00,10.00,1.00,8.00,4.00,1.00,0.40,4.00,41.00,35.00,0.85
3.00,43.35,19.98,12.41,7.66,6.77,58.00,11.00,1.00,8.00,4.00,2.00,0.46,4.00,21.00,18.00,0.86
3.00,40.80,18.57,11.80,7.39,7.45,53.00,11.00,1.00,7.00,4.00,1.00,0.46,4.00,24.00,22.00,0.92
3.00,46.33,21.90,11.76,8.83,8.02,62.00,9.00,1.00,7.00,6.00,2.00,0.47,4.00,31.00,26.00,0.84
3.00,48.19,22.89,13.57,8.36,7.91,69.00,9.00,1.00,7.00,4.00,2.00,0.47,4.00,39.00,31.00,0.79
38.00,49.68,21.10,10.49,6.59,6.91,75.00,10.00,1.00,5.00,2.00,3.00,0.42,1.00,0.00,0.00,0.00
38.00,46.64,20.53,11.23,7.04,6.25,64.00,9.00,1.00,5.00,2.00,2.00,0.44,1.00,0.00,0.00,0.00
38.00,41.82,19.83,11.18,7.48,6.31,63.00,10.00,1.00,5.00,2.00,2.00,0.47,1.00,0.00,0.00,0.00
38.00,40.85,19.53,10.21,7.25,6.26,69.00,12.00,1.00,6.00,4.00,2.00,0.48,1.00,0.00,0.00,0.00
38.00,47.71,20.29,10.68,9.44,6.70,64.00,13.00,1.00,5.00,2.00,3.00,0.43,3.00,11.00,3.00,0.27
135.00,40.65,24.47,12.10,6.84,9.95,64.00,11.00,1.00,7.00,4.00,3.00,0.60,3.00,20.00,18.00,0.90
135.00,41.89,24.19,13.31,8.39,8.93,67.00,12.00,1.00,7.00,4.00,3.00,0.58,3.00,29.00,24.00,0.83
135.00,43.47,24.71,10.31,8.31,9.42,73.00,10.00,1.00,6.00,4.00,3.00,0.57,3.00,31.00,24.00,0.77
135.00,43.30,24.23,10.63,7.89,10.76,70.00,11.00,1.00,8.00,4.00,3.00,0.56,4.00,31.00,20.00,0.65
135.00,45.32,26.10,13.62,7.84,7.95,77.00,14.00,1.00,6.00,4.00,3.00,0.58,3.00,42.00,31.00,0.74
59.00,51.16,19.88,10.63,7.50,7.28,53.00,10.00,1.00,7.00,4.00,2.00,0.39,1.00,0.00,0.00,0.00
59.00,45.46,18.60,13.26,7.39,6.42,69.00,10.00,1.00,7.00,4.00,2.00,0.41,1.00,0.00,0.00,0.00
59.00,54.93,22.65,14.55,8.16,7.81,76.00,13.00,1.00,7.00,4.00,2.00,0.41,1.00,0.00,0.00,0.00
59.00,55.38,21.92,10.27,8.74,8.09,62.00,10.00,1.00,7.00,4.00,2.00,0.40,4.00,34.00,30.00,0.88
59.00,56.44,23.48,12.28,8.63,8.20,65.00,11.00,1.00,7.00,4.00,2.00,0.42,4.00,43.00,39.00,0.91
72.00,37.43,19.28,11.80,5.59,5.25,78.00,6.00,1.00,8.00,4.00,2.00,0.52,1.00,0.00,0.00,0.00
72.00,41.24,20.39,10.44,5.60,5.52,72.00,9.00,1.00,6.00,4.00,2.00,0.49,4.00,24.00,22.00,0.92
72.00,42.99,20.32,10.30,6.52,6.32,78.00,11.00,1.00,8.00,4.00,2.00,0.47,3.00,26.00,21.00,0.81
72.00,47.75,23.62,11.00,5.88,6.90,78.00,11.00,1.00,6.00,4.00,1.00,0.49,4.00,32.00,29.00,0.91
72.00,45.91,21.64,10.16,7.18,7.40,71.00,10.00,1.00,8.00,4.00,2.00,0.47,4.00,36.00,36.00,1.00
43.00,36.02,17.85,12.04,7.88,6.21,56.00,9.00,1.00,7.00,4.00,2.00,0.50,4.00,17.00,15.00,0.88
43.00,51.34,22.30,9.48,7.81,7.04,72.00,10.00,1.00,7.00,4.00,3.00,0.43,3.00,24.00,19.00,0.79
43.00,43.29,19.02,10.89,7.26,5.56,68.00,9.00,1.00,8.00,4.00,2.00,0.44,4.00,25.00,21.00,0.84
43.00,44.51,19.59,8.98,7.51,6.54,57.00,6.00,1.00,8.00,4.00,2.00,0.44,3.00,33.00,25.00,0.76
43.00,50.39,21.38,7.41,7.41,7.03,75.00,7.00,1.00,8.00,4.00,2.00,0.42,3.00,41.00,33.00,0.80
22.00,55.07,23.55,11.51,6.48,6.40,83.00,9.00,1.00,7.00,4.00,3.00,0.43,1.00,0.00,0.00,0.00
22.00,49.09,19.45,7.88,7.79,7.04,57.00,8.00,1.00,7.00,4.00,2.00,0.40,2.00,17.00,13.00,0.76
22.00,43.60,19.78,9.01,5.82,5.39,63.00,9.00,1.00,7.00,4.00,2.00,0.45,2.00,20.00,18.00,0.90
22.00,60.85,25.85,8.46,6.87,7.38,86.00,9.00,1.00,7.00,6.00,4.00,0.42,2.00,33.00,28.00,0.85
22.00,56.90,23.62,11.28,7.70,7.17,82.00,8.00,1.00,7.00,4.00,4.00,0.42,3.00,43.00,39.00,0.91
5.00,33.86,18.18,13.48,6.31,5.74,60.00,16.00,1.00,8.00,4.00,1.00,0.54,1.00,0.00,0.00,0.00
5.00,40.78,21.47,12.58,7.33,6.44,67.00,15.00,1.00,8.00,2.00,1.00,0.53,2.00,12.00,11.00,0.92
5.00,32.37,17.25,10.65,6.33,5.49,62.00,15.00,1.00,8.00,4.00,1.00,0.53,2.00,13.00,13.00,1.00
5.00,38.52,19.93,11.53,7.74,7.60,67.00,11.00,1.00,8.00,2.00,1.00,0.52,2.00,15.00,13.00,0.87
5.00,39.10,21.00,8.16,6.74,7.16,61.00,12.00,1.00,8.00,2.00,1.00,0.54,2.00,23.00,18.00,0.78
81.00,47.27,23.49,11.30,7.57,7.73,68.00,9.00,1.00,7.00,4.00,1.00,0.50,2.00,21.00,16.00,0.76
81.00,43.05,22.02,11.17,6.75,7.60,67.00,15.00,1.00,7.00,4.00,1.00,0.51,2.00,25.00,21.00,0.84
81.00,47.68,23.28,11.54,7.14,8.15,88.00,16.00,1.00,7.00,4.00,1.00,0.49,2.00,26.00,12.00,0.46
81.00,49.21,23.29,10.99,7.59,8.59,79.00,11.00,1.00,7.00,4.00,1.00,0.47,2.00,27.00,18.00,0.67
81.00,42.92,21.54,10.21,7.70,7.10,60.00,12.00,1.00,7.00,4.00,1.00,0.50,2.00,27.00,19.00,0.70
45.00,33.87,17.78,9.49,5.79,5.57,62.00,7.00,1.00,6.00,4.00,2.00,0.52,1.00,0.00,0.00,0.00
45.00,32.13,17.24,9.17,6.69,5.72,57.00,8.00,1.00,6.00,4.00,2.00,0.54,1.00,0.00,0.00,0.00
45.00,39.06,20.47,10.49,6.67,7.21,71.00,8.00,1.00,7.00,4.00,2.00,0.52,1.00,0.00,0.00,0.00
45.00,39.50,20.81,9.63,7.21,7.41,70.00,5.00,1.00,7.00,4.00,2.00,0.53,1.00,0.00,0.00,0.00
45.00,36.27,19.71,8.58,6.70,6.65,67.00,10.00,1.00,7.00,4.00,2.00,0.54,2.00,27.00,12.00,0.44
5.00,38.94,19.09,9.48,8.37,8.06,62.00,11.00,1.00,6.00,2.00,1.00,0.49,1.00,0.00,0.00,0.00
5.00,41.74,20.02,9.81,7.31,8.74,64.00,12.00,1.00,7.00,4.00,1.00,0.48,1.00,2.00,1.00,0.50
5.00,34.26,18.12,9.75,7.16,8.90,68.00,14.00,1.00,7.00,4.00,1.00,0.53,1.00,3.00,2.00,0.67
5.00,36.07,18.69,7.34,6.92,7.58,63.00,13.00,1.00,7.00,4.00,1.00,0.52,2.00,26.00,26.00,1.00
5.00,42.43,21.47,8.52,8.57,9.01,59.00,11.00,1.00,8.00,4.00,1.00,0.51,2.00,30.00,27.00,0.90
30.00,30.24,15.84,8.76,4.75,5.29,52.00,10.00,1.00,6.00,4.00,2.00,0.52,4.00,7.00,6.00,0.86
30.00,40.88,20.72,8.01,6.41,5.89,71.00,9.00,1.00,6.00,4.00,2.00,0.51,4.00,19.00,17.00,0.89
30.00,44.70,21.83,9.43,6.50,6.92,68.00,13.00,1.00,6.00,4.00,2.00,0.49,4.00,25.00,24.00,0.96
30.00,44.10,23.19,8.93,7.07,7.38,75.00,9.00,1.00,7.00,4.00,2.00,0.53,4.00,30.00,27.00,0.90
30.00,44.08,22.39,7.66,6.46,6.64,73.00,9.00,1.00,6.00,4.00,2.00,0.51,4.00,31.00,19.00,0.61
38.00,51.43,23.40,13.90,7.69,7.48,69.00,10.00,1.00,8.00,4.00,2.00,0.45,3.00,26.00,25.00,0.96
38.00,46.81,23.02,12.00,6.67,6.86,77.00,11.00,1.00,7.00,4.00,2.00,0.49,3.00,41.00,39.00,0.95
38.00,53.68,23.83,12.08,7.67,7.60,81.00,10.00,1.00,8.00,4.00,2.00,0.44,3.00,50.00,46.00,0.92
38.00,56.41,26.79,9.58,8.91,8.64,75.00,14.00,1.00,7.00,2.00,2.00,0.47,4.00,51.00,47.00,0.92
38.00,54.96,26.38,11.92,8.30,8.45,78.00,12.00,1.00,7.00,2.00,2.00,0.48,4.00,51.00,47.00,0.92
79.00,35.49,21.43,10.10,6.29,7.44,56.00,8.00,1.00,6.00,4.00,2.00,0.60,2.00,11.00,10.00,0.91
79.00,37.84,23.12,10.09,6.85,7.80,57.00,7.00,1.00,6.00,4.00,2.00,0.61,2.00,20.00,14.00,0.70
79.00,41.86,23.47,9.11,7.79,7.51,60.00,8.00,1.00,7.00,4.00,2.00,0.56,2.00,25.00,21.00,0.84
79.00,43.73,25.29,10.59,7.55,8.20,66.00,7.00,1.00,7.00,4.00,2.00,0.58,2.00,25.00,18.00,0.72
79.00,44.02,26.30,12.43,9.21,7.99,68.00,9.00,1.00,6.00,4.00,2.00,0.60,2.00,30.00,20.00,0.67
21.00,39.96,21.74,11.53,8.27,6.57,61.00,14.00,1.00,7.00,4.00,4.00,0.54,1.00,0.00,0.00,0.00
21.00,47.82,25.85,11.01,8.74,7.26,77.00,16.00,1.00,7.00,4.00,4.00,0.54,3.00,29.00,21.00,0.72
21.00,52.38,25.30,10.83,9.48,8.10,83.00,14.00,2.00,8.00,4.00,4.00,0.48,3.00,37.00,29.00,0.78
21.00,51.42,27.47,11.26,10.02,8.21,76.00,15.00,2.00,8.00,4.00,4.00,0.53,4.00,40.00,38.00,0.95
21.00,56.73,29.59,10.46,10.92,9.38,85.00,14.00,2.00,7.00,4.00,4.00,0.52,4.00,41.00,35.00,0.85
11.00,48.81,21.88,9.42,8.05,6.86,83.00,18.00,1.00,5.00,2.00,2.00,0.45,1.00,0.00,0.00,0.00
11.00,36.67,18.49,7.20,8.08,8.01,58.00,25.00,1.00,7.00,4.00,2.00,0.50,2.00,0.00,0.00,0.00
11.00,44.16,21.62,6.78,8.28,7.99,66.00,26.00,1.00,6.00,2.00,2.00,0.49,2.00,10.00,9.00,0.90
11.00,48.12,19.26,9.24,7.66,8.04,75.00,20.00,1.00,8.00,4.00,2.00,0.40,2.00,12.00,10.00,0.83
11.00,45.95,20.15,8.17,7.11,6.95,73.00,12.00,1.00,7.00,4.00,2.00,0.44,3.00,21.00,19.00,0.90
31.00,38.51,19.87,7.25,6.48,7.48,51.00,6.00,1.00,8.00,6.00,1.00,0.52,4.00,22.00,21.00,0.95
31.00,39.79,20.42,6.51,5.57,7.43,59.00,6.00,1.00,8.00,6.00,1.00,0.51,4.00,25.00,22.00,0.88
31.00,40.59,20.98,6.18,6.93,7.66,57.00,5.00,1.00,7.00,6.00,1.00,0.52,4.00,26.00,25.00,0.96
31.00,43.81,22.50,6.43,6.58,8.54,56.00,7.00,1.00,7.00,6.00,1.00,0.51,4.00,27.00,27.00,1.00
31.00,42.51,21.41,5.42,6.89,7.72,54.00,5.00,1.00,8.00,6.00,1.00,0.50,4.00,29.00,27.00,0.93
68.00,38.09,18.34,10.01,8.05,7.12,53.00,15.00,1.00,7.00,4.00,1.00,0.48,1.00,0.00,0.00,0.00
68.00,27.17,19.40,9.92,8.05,8.22,53.00,25.00,1.00,8.00,2.00,1.00,0.71,1.00,0.00,0.00,0.00
68.00,43.81,21.28,8.61,9.55,9.17,66.00,12.00,1.00,7.00,4.00,2.00,0.49,2.00,8.00,8.00,1.00
68.00,37.40,18.19,7.44,8.44,8.51,56.00,16.00,2.00,6.00,4.00,1.00,0.49,2.00,11.00,9.00,0.82
68.00,48.57,23.77,10.17,10.09,9.88,61.00,17.00,1.00,8.00,4.00,2.00,0.49,3.00,29.00,29.00,1.00
4.00,44.59,23.05,7.39,7.96,7.36,67.00,15.00,1.00,7.00,4.00,1.00,0.52,3.00,0.00,0.00,0.00
4.00,49.97,24.96,10.42,8.74,8.44,74.00,10.00,1.00,8.00,2.00,1.00,0.50,2.00,8.00,5.00,0.63
4.00,39.63,21.39,7.16,8.40,7.14,75.00,14.00,1.00,6.00,2.00,1.00,0.54,3.00,9.00,4.00,0.44
4.00,45.86,22.79,9.20,6.26,7.27,78.00,14.00,1.00,8.00,2.00,1.00,0.50,3.00,14.00,2.00,0.14
4.00,49.10,26.07,8.91,9.95,8.90,81.00,14.00,1.00,7.00,4.00,1.00,0.53,3.00,22.00,8.00,0.36
34.00,41.44,21.64,10.22,6.60,6.20,80.00,10.00,1.00,8.00,4.00,3.00,0.52,3.00,19.00,16.00,0.84
34.00,43.64,22.49,10.62,7.41,6.80,82.00,7.00,1.00,6.00,4.00,3.00,0.52,4.00,30.00,30.00,1.00
34.00,48.66,22.57,10.63,6.71,6.83,76.00,8.00,1.00,8.00,4.00,4.00,0.46,4.00,33.00,33.00,1.00
34.00,53.74,24.76,11.09,7.86,7.25,79.00,8.00,1.00,7.00,4.00,4.00,0.46,4.00,35.00,34.00,0.97
34.00,51.49,26.06,9.99,6.66,6.60,85.00,8.00,1.00,8.00,4.00,4.00,0.51,4.00,44.00,44.00,1.00
49.00,65.24,26.87,10.33,9.57,9.50,72.00,11.00,1.00,5.00,2.00,2.00,0.41,4.00,42.00,27.00,0.64
49.00,58.08,23.16,8.78,8.76,8.58,67.00,6.00,1.00,8.00,6.00,2.00,0.40,3.00,48.00,34.00,0.71
49.00,69.48,29.42,11.13,9.95,10.33,80.00,6.00,1.00,7.00,4.00,2.00,0.42,4.00,54.00,39.00,0.72
49.00,67.46,26.84,10.05,8.27,8.98,81.00,5.00,1.00,7.00,4.00,2.00,0.40,4.00,65.00,50.00,0.77
49.00,73.17,31.16,12.25,9.98,10.58,80.00,9.00,1.00,8.00,6.00,2.00,0.43,4.00,79.00,64.00,0.81
8.00,30.20,16.14,9.38,5.15,6.32,52.00,11.00,1.00,7.00,4.00,2.00,0.53,1.00,0.00,0.00,0.00
8.00,27.14,14.60,7.30,6.94,6.13,51.00,11.00,1.00,8.00,4.00,1.00,0.54,2.00,4.00,4.00,1.00
8.00,31.29,15.29,11.74,6.06,6.25,52.00,14.00,1.00,7.00,4.00,1.00,0.49,2.00,5.00,4.00,0.80
8.00,31.40,16.33,9.40,6.81,7.07,55.00,10.00,1.00,7.00,4.00,2.00,0.52,2.00,13.00,13.00,1.00
8.00,33.82,16.56,9.74,6.01,6.69,56.00,14.00,1.00,8.00,4.00,2.00,0.49,2.00,19.00,18.00,0.95
8.00,37.83,17.01,8.64,8.64,8.11,53.00,6.00,1.00,7.00,4.00,1.00,0.45,1.00,0.00,0.00,0.00
8.00,33.24,15.78,7.71,7.18,6.62,47.00,7.00,1.00,7.00,4.00,1.00,0.47,1.00,0.00,0.00,0.00
8.00,35.69,18.22,9.22,8.34,8.00,50.00,6.00,1.00,7.00,4.00,1.00,0.51,2.00,0.00,0.00,0.00
8.00,38.39,17.92,8.25,7.93,7.30,64.00,8.00,1.00,7.00,6.00,1.00,0.47,1.00,0.00,0.00,0.00
8.00,42.53,20.45,8.92,9.34,8.44,57.00,6.00,1.00,7.00,6.00,1.00,0.48,2.00,11.00,7.00,0.64
7.00,49.85,24.50,6.50,7.19,7.12,58.00,16.00,1.00,8.00,2.00,4.00,0.49,2.00,12.00,12.00,1.00
7.00,51.89,25.48,5.01,9.12,8.85,60.00,18.00,1.00,8.00,2.00,4.00,0.49,2.00,17.00,16.00,0.94
7.00,50.53,23.96,7.52,7.86,7.34,60.00,16.00,1.00,8.00,2.00,4.00,0.47,3.00,24.00,24.00,1.00
7.00,50.67,25.40,7.38,7.15,7.22,56.00,15.00,1.00,8.00,2.00,4.00,0.50,4.00,25.00,23.00,0.92
7.00,51.23,24.35,7.63,8.16,8.55,55.00,12.00,1.00,8.00,2.00,4.00,0.48,4.00,27.00,25.00,0.93
17.00,33.45,18.61,9.59,7.31,6.83,56.00,12.00,1.00,8.00,4.00,2.00,0.56,2.00,12.00,11.00,0.92
17.00,39.70,21.83,8.72,7.82,8.28,56.00,7.00,1.00,8.00,4.00,2.00,0.55,3.00,31.00,28.00,0.90
17.00,39.82,22.33,8.92,8.19,7.61,66.00,11.00,1.00,8.00,4.00,2.00,0.56,3.00,32.00,30.00,0.94
17.00,39.68,20.36,8.65,7.27,7.62,61.00,10.00,1.00,8.00,4.00,2.00,0.51,3.00,35.00,32.00,0.91
17.00,43.48,24.45,8.56,7.77,7.67,66.00,15.00,1.00,8.00,4.00,2.00,0.56,3.00,40.00,38.00,0.95
2.00,40.67,22.70,9.04,7.56,7.54,64.00,12.00,1.00,7.00,4.00,3.00,0.56,3.00,14.00,6.00,0.43
2.00,33.74,18.55,9.02,6.84,6.89,53.00,12.00,1.00,7.00,4.00,3.00,0.55,2.00,25.00,10.00,0.40
64.00,36.32,19.09,12.08,5.38,6.40,85.00,16.00,1.00,7.00,2.00,4.00,0.53,3.00,20.00,10.00,0.50
64.00,44.53,22.68,7.74,8.63,7.89,75.00,16.00,1.00,7.00,4.00,4.00,0.51,3.00,23.00,17.00,0.74
64.00,28.84,17.72,13.45,4.33,4.77,79.00,15.00,1.00,7.00,4.00,4.00,0.61,3.00,24.00,18.00,0.75
64.00,37.26,19.93,11.74,5.33,6.70,98.00,18.00,1.00,6.00,2.00,4.00,0.53,3.00,28.00,27.00,0.96
64.00,37.46,20.22,12.11,5.75,6.39,92.00,21.00,1.00,7.00,4.00,4.00,0.54,3.00,29.00,27.00,0.93
2.00,34.07,18.00,9.34,7.47,7.10,57.00,11.00,1.00,7.00,4.00,3.00,0.53,3.00,19.00,17.00,0.89
2.00,42.28,21.20,5.59,8.70,8.41,58.00,21.00,2.00,4.00,2.00,2.00,0.50,4.00,35.00,32.00,0.91
2.00,41.92,20.70,5.89,8.35,7.47,68.00,10.00,1.00,7.00,2.00,2.00,0.49,4.00,35.00,30.00,0.86
2.00,45.06,21.88,7.77,9.87,8.49,70.00,15.00,2.00,4.00,2.00,3.00,0.49,4.00,37.00,32.00,0.86
3.00,29.05,15.39,10.25,6.43,6.33,53.00,14.00,1.00,5.00,4.00,1.00,0.53,2.00,0.00,0.00,0.00
3.00,46.94,22.20,9.65,9.31,8.90,73.00,22.00,2.00,5.00,6.00,1.00,0.47,3.00,25.00,23.00,0.92
3.00,40.05,19.99,10.95,9.80,7.92,70.00,15.00,2.00,5.00,6.00,1.00,0.50,3.00,38.00,33.00,0.87
2.00,41.72,23.04,6.21,6.94,7.21,64.00,7.00,1.00,8.00,6.00,3.00,0.55,4.00,26.00,17.00,0.65
2.00,49.41,24.66,5.63,7.07,7.27,73.00,8.00,1.00,8.00,6.00,3.00,0.50,3.00,32.00,28.00,0.88
83.00,42.24,18.60,10.17,6.06,5.76,64.00,7.00,1.00,8.00,4.00,2.00,0.44,3.00,23.00,18.00,0.78
83.00,44.24,21.24,9.86,7.03,6.40,73.00,6.00,1.00,7.00,4.00,2.00,0.48,3.00,29.00,25.00,0.86
83.00,48.31,23.15,9.63,6.72,6.55,75.00,10.00,1.00,7.00,4.00,2.00,0.48,4.00,32.00,28.00,0.88
83.00,53.40,22.42,9.99,8.35,7.81,73.00,6.00,1.00,7.00,4.00,2.00,0.42,4.00,33.00,28.00,0.85
83.00,41.95,20.30,8.72,6.72,6.79,71.00,10.00,1.00,8.00,4.00,2.00,0.48,3.00,35.00,33.00,0.94
7.00,44.28,20.67,10.56,7.96,6.94,66.00,7.00,1.00,6.00,4.00,1.00,0.47,1.00,0.00,0.00,0.00
7.00,29.95,15.67,8.06,6.45,5.62,50.00,7.00,1.00,6.00,4.00,1.00,0.52,2.00,0.00,0.00,0.00
7.00,48.21,23.18,9.72,9.37,7.87,70.00,9.00,1.00,7.00,6.00,1.00,0.48,2.00,4.00,4.00,1.00
7.00,35.48,17.56,8.62,6.82,5.78,60.00,7.00,1.00,6.00,4.00,1.00,0.49,2.00,13.00,12.00,0.92
7.00,51.20,24.00,9.82,9.89,7.12,71.00,9.00,1.00,7.00,6.00,1.00,0.47,2.00,16.00,11.00,0.69
69.00,45.26,21.77,11.51,6.67,6.80,77.00,10.00,1.00,8.00,4.00,2.00,0.48,2.00,22.00,14.00,0.64
69.00,45.83,19.45,9.98,6.94,6.82,67.00,12.00,1.00,8.00,4.00,2.00,0.42,4.00,30.00,23.00,0.77
69.00,48.79,22.43,10.09,8.34,7.81,71.00,9.00,1.00,7.00,4.00,2.00,0.46,4.00,34.00,32.00,0.94
